6.955938569200846855e-01,-1.407470023423529604e+01
3.768451596350623767e-01,-5.764800347503724609e+00
-1.925251967423311061e+00,6.609401945392287203e+00
-1.471104854332703216e+00,1.354164037661558773e+01
-1.549943218138042811e+00,-6.622022122865323102e-01
7.467114116518552835e-01,-1.671122326977931394e+00
-9.450944957435443439e-02,-2.276412155421380756e+00
1.111072382459278973e+00,4.763032212799934939e+00
7.714923706957261818e-01,-4.932645069013680938e+00
-1.322742853546236663e+00,4.334607636615306347e+00
-5.481436003050431660e-01,3.224207165723733670e+00
1.128608069919765228e-01,-1.211122921579967704e+00
8.700157933257147702e-01,5.033095113226453421e+00
1.160192513055592123e+00,3.703656281731756206e+00
-2.413893500140423587e+00,-4.518377492741770141e+00
9.803147502347946407e-01,-1.209608534161323856e+00
6.357473094638488309e-01,8.386152441443620376e+00
-9.345775032056163889e-01,6.033193550354087442e+00
5.838124420600293574e-01,6.212376963191053925e+00
1.544494562899757728e+00,1.022807473515826082e+01
-4.329520024630707509e-01,1.492541003366777730e+01
-1.526703703114169752e-01,-1.628486364003642706e+01
-1.032205880512906182e+00,-1.125241670342153810e+01
1.243445041436814558e+00,1.081943945812887264e+01
-1.733161537156868492e+00,8.104808685636077925e+00
-6.872569874736670359e-01,-4.576608557168149183e+00
2.987691188383690966e-01,-6.004381895327225216e+00
9.353479075013662603e-02,-5.165696304762970925e+00
7.290335193882546694e-01,3.847461245918718298e+00
7.163782072827648006e-01,3.737145322947096893e-01
9.680674326744275193e-01,-1.699443033655298141e+00
-3.088272654387977378e-01,-8.204827147338141557e+00
-2.221924314399024158e+00,-2.114981728235378000e+01
1.165413749473055871e+00,-3.064491974670161767e+00
1.874585311959681588e+00,1.712498364177860166e+00
8.795292506353195039e-01,9.554824559877863166e+00
-2.494102696471467873e+00,-9.057719260386520865e-01
-6.722020452386276990e-01,-1.451150833827864517e+01
2.535065677978519116e-01,-2.118319194040417575e+00
-1.301155124728115453e+00,2.470144575395460507e+00
-9.383594131875067079e-01,-1.768744104270592032e-01
-1.457348206881165176e+00,6.455219446689518747e+00
-3.711324051682004521e-01,-7.603344537313752038e-01
-3.462864689122522321e-01,-2.425308443853667395e+00
9.945224839301680664e-01,-2.236031192534087886e+00
1.471358118502942569e-01,-1.646319334903876719e+00
-7.601957367335395732e-01,1.645524064948409659e+01
4.712375649071587902e-01,7.526854776151292725e+00
-2.951520996635816907e-01,1.487872469845555479e+01
3.009456435628123372e-01,-4.462404352961669929e+00
1.337670707655483016e+00,1.541418517109589459e+01
-2.147056316467708115e+00,-1.000846671172588565e+01
-2.306982099797221242e-01,-1.911269587143965110e+00
1.029273776649364924e+00,1.209893464934028628e+01
4.018099877679829901e-01,-2.560012176093023673e+00
1.932313108551710235e+00,-9.194496110390936394e+00
2.881190041436105798e-01,5.347952402767572444e+00
-3.016353424873299272e-01,1.511834928526781496e+01
-2.635944144186567195e-01,-1.789072722338989863e+01
1.650861348272611773e+00,2.379505772074252512e+00
-5.507795863652721335e-01,2.095287167678050011e+00
-1.294029726239667610e+00,-5.658454659001331599e+00
-1.213115754051947048e+00,3.714066099190035608e+00
8.055397581633846338e-01,7.910518386748261577e+00
-1.849116177252670523e+00,-3.034511608183331433e+00
1.570263555814325640e+00,1.408910547549654835e+00
7.677657933750465791e-01,3.073061682847843201e+00
1.060483373517225048e-01,-3.533115014236126061e+00
5.050348788391544330e-01,4.311537362493206293e-01
7.039650152959156526e-02,1.218341602091393128e+01
-1.966745242081822664e-01,-5.144734954872178356e+00
-6.117911138807373694e-01,3.769399622108414061e+00
-1.010031020628967102e+00,3.019669873906089652e+00
1.217876597104074587e+00,-1.538797412371792905e+00
8.567984403435932039e-01,-1.193575954624690638e+01
7.235530589060853446e-01,-1.905926754101132659e-01
1.283938935328603551e-02,-4.419540367850688156e+00
1.232188864098294756e-01,3.387739552088739448e+00
-8.965299566125252140e-01,8.312741312373692182e+00
1.632531208784937071e+00,-1.659266422908076688e+00
-9.138543695479255380e-01,-6.845284644238069482e+00
9.483174420131090798e-01,-2.411115996619054958e+00
-9.338699713425822058e-01,2.928986116055989797e+00
1.301562533306552805e+00,3.982145793006808265e-01
4.537882012896835016e-01,-3.339823507758455712e+00
1.953678436662492635e+00,4.661207114829435394e-01
1.808857061479705486e+00,5.545343620388047512e+00
-3.769641416401446343e-01,4.374885173765305169e+00
-1.524862448706950646e+00,-1.964669257039116701e+01
-7.756637457904954625e-01,1.072200839794879013e+00
8.242286040112030421e-02,1.086749718529751441e+01
-9.666915689516013543e-01,-1.062437377558086737e+01
-6.394521090932750451e-02,5.472698342409143990e+00
1.514194160350975926e-01,5.687049000996329262e+00
-3.842605820591856181e-01,1.732068256133006301e+00
-3.816368660814704605e-01,6.780655181075023741e+00
1.465871429909086698e+00,2.026939763607602973e+00
5.817393498843435179e-02,-7.547609779464398150e-01
1.137262159901249459e-01,-1.246125753366820632e+01
9.999900000000000000e+04,-6.873597825157414798e-01
