1.000000000000000000e+00,1.676261459215004246e+00,4.593872598527080631e-01,-2.589303639692577264e-01,-8.955388817722809147e-01,-8.774360632843967167e-01,-5.864515899379989516e-01,-6.752978329857008966e-01,1.518071909170908729e+00,-3.896851705473129424e-01,8.109795255927978452e-01
0.000000000000000000e+00,-7.160973287708818358e-01,7.737121953417793740e-01,-9.730130603641783393e-01,-3.743572985278453835e-01,6.254064239742246345e-01,-9.921433395402853156e-03,5.442872683230973729e-01,-1.909747518145937795e+00,-3.137199252849745879e+00,-3.544987055060097036e-01
0.000000000000000000e+00,1.676089405596778992e-01,-3.089386036591845186e-01,-7.139866480136505267e-01,1.556025818119052051e+00,1.075812752714720100e+00,-7.776562959382455897e-01,2.119011882303774907e+00,2.462611826833270567e-01,-1.160580861551365306e+00,1.620458451516910148e-01
0.000000000000000000e+00,-6.401144262665533491e-01,1.121306203031909199e+00,9.250592397068190254e-01,2.848438841283260636e-01,-1.149783358198115391e+00,5.158392031223454355e-01,5.837300451305343918e-01,9.762066124044764814e-01,-4.763686160471704567e-01,-1.141711127811453563e+00
0.000000000000000000e+00,-1.605296575426588213e+00,1.562945455240223103e+00,5.015774693273463702e-01,-7.271055027950283911e-01,1.045464105096006291e+00,2.444772874042670241e-01,2.865872369072748893e-01,-6.946978847716612782e-01,-2.910690846768983486e-01,-5.122535173292218635e-01
1.000000000000000000e+00,1.990525344626479232e-01,-4.690268907552759270e-01,2.039675255941573617e+00,1.175263028174261537e+00,-2.969927899308226760e-01,7.103451084810161742e-01,7.673362710036287782e-01,-2.061261809211042129e-01,-1.909872972543602332e+00,2.355526170632338823e-01
0.000000000000000000e+00,-1.097680815966882939e+00,-7.884388427282403855e-01,3.411702441531070940e-01,3.666573405545027753e-01,-1.820124473001647702e+00,-7.349025472768321299e-01,1.142696846158999913e+00,-8.019223143592080216e-01,1.031140608506006417e+00,-8.637723436970601298e-01
1.000000000000000000e+00,6.799889570390745819e-01,2.533129044206660629e-01,-9.251230153806223599e-01,4.645018360957966497e-01,1.042168402715864639e+00,-7.877175056392328178e-01,-3.224800386192647750e-01,7.969739712848740165e-01,-9.882245559842092186e-01,3.359099683663200775e+00
1.000000000000000000e+00,1.370112890364995062e+00,-1.912783517330878535e-01,-1.974021048236347609e+00,9.413672007198157221e-01,1.143198702074884388e+00,-2.775599848659657254e-01,6.537247408217234934e-01,-2.271437945328095009e-01,2.745227366198738750e+00,7.412137622814956028e-01
1.000000000000000000e+00,1.466831472853989682e-01,1.043364214342601182e+00,-1.533571120125275744e+00,2.147574064369794922e-01,-2.898177962087522541e-01,-2.093129257518071551e+00,-1.287799422970093977e+00,5.470769344950334734e-01,-9.210659136786140955e-02,-4.157712244622487341e-01
1.000000000000000000e+00,-8.777667054965744287e-01,9.915606236969859433e-02,-1.088044012161534457e+00,-4.092012382469525367e-01,-1.220316635888835100e-01,9.546003976485122099e-04,1.519153545638133096e+00,-5.568878110080813792e-01,-2.814048078731692382e-01,-1.368630556405135090e+00
0.000000000000000000e+00,-6.169322198241160571e-01,-1.526138042361735003e+00,-4.041311437311858046e-01,3.640287223456223353e-01,1.017318972978694447e+00,3.323434516070563477e-02,-3.084600801249516522e+00,-1.599079336683885688e-01,4.607552694012400640e-01,-5.268894560900909685e-01
0.000000000000000000e+00,1.121695489393154332e+00,-8.692967743834127681e-02,-1.823484055566746698e-01,-2.983138949466491163e-01,-8.349612127203968059e-01,-2.634579695232111551e-01,-1.284848730778734849e+00,3.496258124618521479e-01,6.602512626916360317e-01,-5.126605106125536881e-01
1.000000000000000000e+00,-6.653009871854080604e-02,1.960553639181294550e+00,7.560060357427376143e-01,1.269853350341195064e+00,9.167063531013933675e-01,8.452950626800825873e-01,1.105382686606321441e+00,1.581609055572793965e+00,-9.696186534691872971e-01,6.119524360896019255e-01
1.000000000000000000e+00,-2.723554842970747458e+00,1.009909237926335662e-01,9.825862678918449999e-01,7.241211002517827788e-02,-1.331150395597688885e+00,1.275215855011182731e+00,6.130272751107136708e-02,-1.097300802693494504e+00,-1.432046793708574794e+00,1.942702778512798156e+00
0.000000000000000000e+00,1.177894710175267194e-02,9.049024703916513923e-01,2.922183036239798248e-01,-7.087179057242215530e-01,1.641797177987906142e+00,7.679246110484739818e-01,1.964384267647058646e+00,-4.824988416638584798e-01,-6.038803465101540979e-01,2.811102137848985327e-01
0.000000000000000000e+00,-6.915297846929356895e-01,8.002135569298604034e-01,-1.019145001586166277e+00,1.768927505013970114e+00,-7.568309775333423306e-02,-2.749969085369818322e-01,-1.129544499605386720e+00,1.431413653049275148e+00,-2.481435977671392124e+00,1.891370587234817713e-01
1.000000000000000000e+00,1.023154258308469844e+00,5.675481848923691341e-01,4.052465151517873898e-01,1.263445684423935012e+00,7.140918931882010989e-01,-2.468443379755713263e+00,1.193381631885402916e+00,-8.003446861133853840e-01,5.487128405061253433e-01,1.502063649215053420e+00
0.000000000000000000e+00,-1.017385814876649919e+00,3.887936187414016698e-01,5.274801183914387126e-01,-6.424505182861192099e-01,-5.489654689826618528e-01,-3.888647510335599966e-01,4.461184141886782584e-01,-4.966676790209837988e-01,-1.342278130786237270e-02,1.434958741154608031e-01
1.000000000000000000e+00,7.276722366605238301e-01,7.518780343637675445e-01,6.832425797512500232e-01,-1.973355173029504583e-01,-5.394766129585593095e-02,1.624281975108147646e+00,2.013730543206074530e-01,1.516610633966898769e+00,-3.547907488967618317e+00,7.916917198484249019e-01
0.000000000000000000e+00,-2.299039050121580441e-01,9.959398120483232697e-01,-5.296766460626181061e-01,-2.691173969674820476e-01,6.864444466544259438e-01,-9.173194840177631981e-01,1.412313121461420407e+00,-6.030134998589066209e-01,2.724607895317374129e-01,-2.922941947005502916e-01
0.000000000000000000e+00,3.749489556077522101e-01,-1.575402382129449941e-01,5.332942828712576855e-01,1.185739817512006189e+00,1.520690409338917970e+00,-1.285907723342471165e+00,-4.025033357414778412e-01,1.276143071303345866e-01,1.806415336844628960e+00,-3.744000285262845118e-01
1.000000000000000000e+00,7.119872028823566179e-01,1.210525741843188618e-01,-2.738724554429616265e-01,-9.272191980204954609e-01,9.829418419798470474e-02,-1.017449624726741941e+00,1.247277791937059899e+00,5.053458723242032491e-01,6.962714274230713540e-01,-7.694099526362621067e-01
1.000000000000000000e+00,4.809391905244926879e-01,9.544503192391893265e-01,1.507538976086999938e+00,-4.961200544499418386e-01,-2.691256652306440664e-02,-6.282477988936824298e-01,-8.547593245654490079e-01,1.737063270151215366e-01,-1.982302748576368012e+00,1.155435352040703689e+00
0.000000000000000000e+00,2.110053183424078493e-01,1.618313070505030815e-01,1.360603294418962217e-01,-5.732303296865772779e-01,-2.762466662734850420e+00,-8.192268513669695440e-02,-9.646730115437486264e-01,9.854602300866607267e-01,4.398593928098925021e-01,2.882684217241606173e-01
0.000000000000000000e+00,-8.516944447569884113e-01,-1.159203622646155063e+00,1.675640660824093131e-02,1.154946992175746701e+00,6.332972168751430653e-01,9.221286588731474054e-02,-1.562293843370852510e-02,4.349321189416789635e-02,-1.266234587016382418e-01,1.424437626005779611e+00
